ID,Smiles,Inhibition,MW,QED,SA_Score,TPSA,HBD,HBA,RotBonds,LogP,Lipinski,Veber
TRAIN_0440,CCOC(=O)C1=C(Cc2ccccc2O1)n3cc(nn3)c4ccccc4,0.0,347.37,0.6775,4.0352,66.24000000000001,0,6,4,3.31,5,2
TRAIN_0441,CCOC(=O)[C@@H](O)c1c(C)nc(Cl)c(C=C)c1Cl,0.0,290.15,0.6839,4.151,59.42,1,4,4,2.94,5,2
TRAIN_0442,COc1ccc(CN(C2CCCC2=O)C(=O)OC(C)(C)C)cc1,81.0,319.4,0.8513,4.3208,55.84,0,4,4,3.55,5,2
TRAIN_0443,Fc1ccccc1C(=O)c2ccc3nnc(n3n2)C(F)(F)c4ccc5ncccc5c4,38.4,419.37,0.4088,4.1735,73.04,0,6,4,4.18,5,2
TRAIN_0444,CCOC(=O)COc1ccc(cc1)c2ccc3onc(c4ccc(CO)cc4)c3c2,79.9,403.43,0.4544,4.1498,81.79,1,6,7,4.6,5,2
TRAIN_0445,CC(C)(C)CNCCN1C(=S)Nc2c(Cl)nccc12,7.85,298.84,0.5166,3.7927,45.64,2,4,4,3.38,5,2
TRAIN_0446,CCOC(=O)CN(C1CC1)S(=O)(=O)c2c(Cl)cc(Cl)cc2Cl,38.6,386.68,0.7033,3.8497,63.68,0,4,6,3.36,5,2
TRAIN_0447,CCS(=O)(=O)Nc1cccc(c1)C2=CC(=O)NN=C2C(C)C,0.0,321.4,0.8837,3.8728,91.92,2,4,5,2.32,5,2
TRAIN_0448,Cc1nnc2ccc(nn12)c3cnn(CCOC4CCCCO4)c3,20.8,328.38,0.7109,4.402,79.36,0,8,5,1.84,5,2
TRAIN_0449,ClCCCN1N(c2ccc(Cl)cc2)c3ccccc3C1=O,18.2,321.21,0.6654,3.8766,26.93,0,3,4,4.07,5,2
TRAIN_0450,CC(C)(C)OC(=O)Nc1cccc(n1)C(=O)NCc2c(F)cccc2F,0.0,363.36,0.8691,3.9887,80.32,2,4,4,3.64,5,2
TRAIN_0451,COc1nc(nc(OC)c1c2ccccc2OCc3ccccc3C)S(=O)C,64.7,398.48,0.5642,4.4873,70.54000000000002,0,6,7,3.79,5,2
TRAIN_0452,C(c1nnc2ccc(nn12)n3ncc4cnccc34)n5ncc6cnccc56,71.7,368.36,0.4676,4.1124,104.5,0,10,3,1.65,5,2
TRAIN_0453,CN(c1sc2ccc(Cl)cc2c1C)S(=O)(=O)c3ccc(cc3)N4CCOCC4,64.6,436.99,0.6027,4.0705,49.85000000000001,0,5,4,4.52,5,2
TRAIN_0454,CCCNC(=O)c1cnn2ccc(nc12)c3ccccc3,0.0,280.33,0.7986,3.8878,59.290000000000006,1,4,4,2.54,5,2
TRAIN_0455,OC(=O)c1cccc(CN2Cc3ncccc3C2=O)c1,3.02,268.27,0.923,3.8473,70.5,1,3,3,1.94,5,2
TRAIN_0456,ClC1=C(Cl)C(=O)N(Cc2ccccc2)N=C1,0.0,255.1,0.8262,3.7327,34.89,0,3,2,2.6,5,2
TRAIN_0457,CS(=O)(=O)N1CCN(CCCOc2ccc3C(=O)N(Cc4cccnc4)Cc3c2)CC1,55.3,444.56,0.5752,4.1735,83.05000000000001,0,6,8,1.58,5,2
TRAIN_0458,CCOC(=O)c1cc(C)nc2c1c3ccccc3n2C,68.3,268.32,0.6703,3.8353,44.12,0,4,2,3.21,5,2
TRAIN_0459,Cc1cc(cc(c1O)c2ccc(Cl)cc2)[N+](=O)[O-],44.0,263.68,0.6595,3.7624,63.370000000000005,1,3,2,3.93,5,2
TRAIN_0460,CCCC(=O)N(C)c1cc(Cl)ccc1[N+](=O)[O-],39.3,256.69,0.6144,3.7173,63.45,0,3,4,3.01,5,2
TRAIN_0461,CCOC(=O)c1cc2cc(NC(=N)N)ccc2s1.OC(=O)C(F)(F)F,30.1,377.34,0.3701,3.926,125.5,4,5,3,3.02,5,2
TRAIN_0462,CN1C(=O)[C@H]2CN(CC2N/C/1=N/C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,28.1,368.43,0.6966,4.6199,100.54,1,5,0,1.57,5,2
TRAIN_0463,COC(=O)CCN1C(=O)c2ccncc2C1=Cc3ccccc3,18.0,308.34,0.8147,3.9357,59.5,0,4,4,2.6,5,2
TRAIN_0464,COC(=O)c1ccccc1CNS(=O)(=O)c2ccccc2,27.5,305.35,0.857,3.8651,72.47,1,4,5,1.95,5,2
TRAIN_0465,Cc1cc(N\C(=N\C#N)\Oc2ccccc2)c3ccccc3n1,4.34,302.34,0.443,3.946,70.3,1,4,2,3.87,5,2
TRAIN_0466,CCOC(=O)c1cc(C)nc2nc(SC)n(C)c12,12.1,265.34,0.6286,3.7624,57.01,0,6,3,2.18,5,2
TRAIN_0467,CCOC(=O)Cn1ccc2cccc(C(=O)OCC)c12,36.1,275.3,0.7861,3.8353,57.53,0,5,5,2.38,5,2
TRAIN_0468,CCOC(=O)c1cc2c3[nH]nc(N)c3CCCn2c1,21.5,260.3,0.8026,3.8183,85.93,2,5,2,1.58,5,2
TRAIN_0469,CCCSC1=NC(=C(C(=O)N1C)c2ccccc2C)OC,36.4,304.42,0.628,3.8535,44.120000000000005,0,5,5,3.27,5,2
TRAIN_0470,C1CN(CCO1)C2CCN(CC2)c3ccc(cc3)c4cc5ccccc5cn4,28.1,373.5,0.6879,4.1124,28.6,0,4,3,4.2,5,2
TRAIN_0471,CCOC(CNC(=O)OCc1ccccc1)(OCC)c2ccc(CO)cc2,51.0,373.45,0.6249,4.0479,77.02000000000001,2,5,10,3.33,5,2
TRAIN_0472,CCOC(=O)c1cc2nc(cc(O)n2n1)c3cccc(O)c3,35.6,299.29,0.7178,3.8951,96.95,2,7,3,1.98,5,2
TRAIN_0473,OC(=O)C1=C(C[C@@H]2CC=CC[C@H]12)c3cc(F)cc(F)c3,15.1,276.28,0.8344,4.4959,37.3,1,1,2,3.79,5,2
TRAIN_0474,Fc1cc(ccc1S(=O)(=O)NCc2ccccc2)c3cccnc3,50.1,342.4,0.7733,3.9656,59.06,1,3,5,3.37,5,2
TRAIN_0475,CN1CCN(CC1)C(=O)Cc2ccc(Br)cc2,35.7,297.2,0.8304,3.761,23.55,0,2,2,1.77,5,2
TRAIN_0476,CCOC(=O)c1cc(C)nc2N(C)C(=O)N(C)C(=O)c12,18.2,277.28,0.7279,3.7979,83.19,0,7,2,0.12,5,2
TRAIN_0477,CCCN1C(=NC(=O)C(=C1Cl)c2ccc(C)cc2)O,0.0,278.74,0.8783,3.7927,55.120000000000005,1,4,3,2.99,5,2
TRAIN_0478,CCCOc1nc(nc(OC)c1c2ccccc2)S(=O)(=O)CCC,49.2,350.44,0.6807,3.9456,78.38000000000001,0,6,8,3.12,5,2
TRAIN_0479,COc1ccc2c(c1F)c(CO)c(C)n2C(=O)OC(C)(C)C,67.7,309.34,0.9237,3.8497,60.69,1,5,2,3.37,5,2
TRAIN_0480,OC(Cn1cc(nc1Br)[N+](=O)[O-])c2ccc(cc2)[N+](=O)[O-],42.9,357.12,0.6461,4.2585,124.33,1,7,5,2.2,5,2
TRAIN_0481,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)Cc2c3ccccc3nn2c4ccccc4,38.6,432.91,0.4862,4.1658,76.02000000000001,2,4,5,4.53,5,2
TRAIN_0482,Cc1sc(Br)nc1c2ccc(NS(=O)(=O)C)c(Cl)c2,44.0,381.7,0.8767,3.7795,59.06,1,4,3,3.91,5,2
TRAIN_0483,Cc1ccc(cc1)S(=O)(=O)N[C@H](COS(=O)(=O)c2ccc(C)cc2)Cc3ccccc3,66.2,459.59,0.494,4.5748,89.53999999999999,1,5,9,3.6,5,2
TRAIN_0484,COc1ccc(CN2C(=O)\C(=C/C)\Oc3cccnc23)cc1,68.3,296.33,0.8172,3.906,51.66,0,4,3,2.92,5,2
TRAIN_0485,CC(C)(C)OC(=O)NC1CCN(CC1)c2nnc(Cl)c3ccccc23,18.6,362.86,0.8801,3.9766,67.35,1,5,2,3.78,5,2
TRAIN_0486,CC(CC(=O)c1cn(cc1C)S(=O)(=O)c2ccccc2)C[N+](=O)[O-],74.1,350.4,0.4339,4.3417,99.28,0,6,7,2.52,5,2
TRAIN_0487,Cc1cc(N)cc(Br)c1OCc2ccccc2,88.1,292.18,0.8702,3.761,35.25,1,2,3,3.92,5,2
TRAIN_0488,Cn1cc(cn1)c2ccc3nnc(Cn4ncc5ncc(Br)cc45)n3n2,39.7,410.24,0.4524,4.0352,91.61,0,9,3,2.08,5,2
TRAIN_0489,COc1nc(cn1CC(OCc2ccc(F)cc2)c3ccc(F)cc3F)[N+](=O)[O-],80.2,407.35,0.4136,4.5105,79.42,0,6,8,4.18,5,2
TRAIN_0490,COc1cc2CN(Cc3ccc(cc3)C(=O)O)C(=O)c2cc1OC,28.4,327.34,0.9132,3.9456,76.07000000000001,1,4,5,2.56,5,2
TRAIN_0491,CCC1CC(=O)c2c(Cl)cccc2N1S(=O)(=O)c3ccc4ccccc4c3,57.7,399.9,0.6186,4.4558,54.45,0,3,3,5.05,4,2
TRAIN_0492,Oc1ccc(cc1)[C@@H]2[C@@H](c3cc(O)cc(O)c3)c4c(O)cc(O)cc4C2=O,61.3,364.35,0.476,4.6906,118.22,5,6,2,3.33,5,2
TRAIN_0493,COc1ccc(cc1)C2=Cn3cccc3C(=O)C2(C)C,32.8,267.33,0.8301,3.8353,31.23,0,3,2,3.72,5,2
TRAIN_0494,CCOC(=O)C(=C1SCN1c2ccc3OCCOc3c2)C(=O)OCC,83.5,365.41,0.3406,3.9862,74.3,0,8,5,2.31,5,2
TRAIN_0495,Fc1cc(cc(F)c1F)C2=NN(C[C@@H]3CN(CCO3)c4ncc(Br)cn4)C(=O)C=C2,36.7,482.26,0.5332,4.5507,73.14000000000001,0,7,4,2.79,5,2
TRAIN_0496,CC(C)(C)OC(=O)N1CCC(NC(=O)c2ccccc2N)C1C(=O)Nc3ccc(cc3)C(C)(C)C,58.6,480.61,0.5644,4.9207,113.76,3,5,4,4.31,5,2
TRAIN_0497,[O-][N+](=O)c1cn(CC(OCc2cc(F)cc(F)c2)c3ccc(F)cc3F)cn1,45.2,395.31,0.3397,4.4786,70.19,0,5,7,4.31,5,2
TRAIN_0498,CC(CO)N1Cc2c(c3ccc(cc3)N(C)C)c4ccccn4c2C1=O,59.6,349.43,0.7876,4.4245,48.19,1,4,4,3.01,5,2
TRAIN_0499,CC1=C(c2ccc(Cl)cc2)S(=O)(=O)N=C1c3cc4ccccc4s3,0.0,373.89,0.6255,3.9557,46.5,0,3,2,5.12,4,2
TRAIN_0500,Cn1c(NCCN2CCC(O)(Cc3ccccc3)CC2)nc4ccccc14,14.3,364.49,0.7059,4.0655,53.32000000000001,2,5,6,3.05,5,2
TRAIN_0501,CC(C)C(N1C(=O)c2ccccc2NS1(=O)=O)C(=O)O,6.96,298.32,0.8628,4.2147,103.78000000000002,2,4,3,0.91,5,2
TRAIN_0502,Fc1ccc(cc1Cl)N2C=Nc3ccsc3C2=O,1.94,280.71,0.6858,3.7896,34.89,0,4,1,3.24,5,2
TRAIN_0503,COC(=O)c1ccccc1C2CCN(CC2)C(=O)OC(C)(C)C,14.9,319.4,0.7818,3.904,55.84,0,4,2,3.59,5,2
TRAIN_0504,Nc1ncc(cc1c2oc3ccccc3n2)c4cncc5ccccc45,50.0,338.37,0.5052,4.0441,77.83,1,5,2,4.69,5,2
TRAIN_0505,OCc1ccc(cc1)c2ccc3nnc(CC4CNc5ncccc5O4)n3n2,20.2,374.4,0.5644,4.521,97.46,2,8,4,2.09,5,2
TRAIN_0506,O=C(N1CCN(CC1)c2ccccc2)c3cnn4C(=O)C=C(Nc34)c5ccccc5,7.25,399.45,0.5749,4.1576,73.71000000000001,1,5,3,2.65,5,2
TRAIN_0507,Cc1ccc(NC(=O)c2cc3nc4c(oc5ccccc45)c(O)n3n2)cc1,13.6,358.36,0.4993,4.0567,92.66,2,6,2,3.9,5,2
TRAIN_0508,COc1ccc(CNC2=NS(=O)(=O)C(=C2C)c3ccc(Cl)cc3)c(OC)c1,75.9,406.89,0.8201,4.0299,76.99,1,5,5,3.62,5,2
TRAIN_0509,O=C(NC1=Nc2ccccc2C3=NCCN13)c4cccnc4,1.7,291.31,0.8668,3.9273,69.95,1,5,1,1.57,5,2
TRAIN_0510,Cl.Fc1cc(F)cc(c1)C2=C(C(=O)c3cc(OCCc4ccccn4)ccc23)c5cccnc5,84.5,476.91,0.3447,4.2626,52.08,0,4,6,5.95,4,2
TRAIN_0511,CN1CCC(C1)Oc2cc(ccc2Cl)N3C(=Nc4ccccc4C3=O)C,9.06,369.85,0.7093,4.4338,47.36,0,5,3,3.43,5,2
TRAIN_0512,COC(=O)C1=Cc2cc(OCc3ccncc3)ccc2N(O)C1=O,6.21,326.31,0.5824,3.9557,90.65,1,7,4,2.0,5,2
TRAIN_0513,C[C@@H](c1ccc2ncccc2c1)c3nnc4ccn(nc34)c5ccccc5,53.3,351.41,0.4812,4.4909,56.49,0,5,3,4.47,5,2
TRAIN_0514,CC(Oc1cccnc1N)c2nnc3ccc(Cl)nn23,0.796,290.71,0.7919,4.2641,91.22,1,7,3,1.89,5,2
TRAIN_0515,OC(C[N+](=O)[O-])c1cc(c(F)cc1Cl)c2ncc(cc2Cl)C(F)(F)F,77.3,399.13,0.466,4.3532,76.26,1,4,4,4.52,5,2
TRAIN_0516,OC(=O)c1cc(ccc1O)N2C(=O)c3ccccc3C2=O,0.436,283.24,0.8205,3.8535,94.91,2,4,2,1.89,5,2
TRAIN_0517,COc1ccc(Sc2nn(c3ccccc23)S(=O)(=O)C)cc1OC,86.9,364.45,0.693,3.9456,70.42,0,7,5,3.01,5,2
TRAIN_0518,FC(F)(F)c1cccc(c1)\N=C\2/NC(=O)CS2,0.0,260.24,0.8427,3.7467,41.46,1,3,1,2.56,5,2
TRAIN_0519,COc1ccc2CN(Cc3ccc(Br)cc3)[C@@H](C)CC45C=C[C@H](O)C[C@@H]4Oc1c25,18.4,456.38,0.6876,5.495,41.93000000000001,1,4,3,4.57,5,2
TRAIN_0520,COc1cc(OC)cc(c1)C2CC(=O)c3cc(OC)cc(OC)c23,52.0,328.36,0.8414,4.3624,53.99000000000001,0,5,5,3.44,5,2
TRAIN_0521,CCOC(=O)c1cnc2cnn(Cc3c(Cl)cccc3Cl)c2c1O,8.28,366.2,0.7133,3.9456,77.24,1,6,4,3.67,5,2
TRAIN_0522,Fc1cccc(c1)c2ccc3nnc(CN4C(=O)Nc5ncccc45)n3n2,17.5,361.34,0.5306,4.0655,93.76,1,7,3,2.02,5,2
TRAIN_0523,CC1=C(c2ccc(F)cc2)S(=O)(=O)N=C1Nc3ccc4[nH]c(nc4c3)C(F)(F)F,0.0,424.38,0.6006,4.0852,87.21,2,4,2,4.31,5,2
TRAIN_0524,COc1ccc(cc1)c2cc3c4ccccc4Cn3n2,12.5,262.31,0.5518,3.8708,27.05,0,3,2,3.59,5,2
TRAIN_0525,OC(=O)C1=CC(=O)c2c(Cl)cc(Cl)c(C(=O)O)c2N1,22.3,302.07,0.7881,3.7661,107.46,3,3,2,2.23,5,2
TRAIN_0526,CCOC(=O)C1C2CCC(=O)C2C(=O)c3ncccc13,10.8,273.29,0.6031,4.6689,73.33000000000001,0,5,2,1.52,5,2
TRAIN_0527,COc1ccccc1Nc2ccc(cc2)n3ccnc3c4ccncc4,98.6,342.4,0.5717,4.0441,51.97,1,5,5,4.69,5,2
TRAIN_0528,Nc1ncc(cc1c2oc3cc(F)c(Cl)cc3n2)c4cnn(c4)C5CCNCC5.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,40.6,640.9,0.2151,4.5036,169.39,4,9,3,5.32,3,1
TRAIN_0529,Clc1cccc(Nc2ccc3nnc(CN4C=Cc5ncccc5C4=O)n3n2)c1,51.8,403.83,0.495,4.1267,90.0,1,8,4,3.28,5,2
TRAIN_0530,CCC(Oc1cc(N2C(=O)C3CCCCN3C2=O)c(F)cc1C#N)C(=O)NCc4cc(C)cc(C)c4,89.5,492.55,0.5863,4.9683,102.74,1,5,7,4.11,5,2
TRAIN_0531,COc1c(Br)c2ccc(Br)cc2cc1C(=O)O,38.1,360.0,0.8785,3.7322,46.53,1,2,2,4.07,5,2
TRAIN_0532,O=C1Nc2ccccc2S(=O)(=O)C1c3ccccc3,52.9,273.31,0.8656,4.2351,63.24,1,3,1,2.15,5,2
TRAIN_0533,CC1=Nc2ccc(Br)cc2C(=O)N1c3ccc(cc3)c4nnn(C)n4,28.1,397.24,0.5198,3.9862,78.49,0,7,2,2.65,5,2
TRAIN_0534,Cn1cc(cn1)c2cnc3c(N)nn(Cc4cccc(c4)C(F)(F)F)c3c2,97.9,372.35,0.5975,4.039,74.55000000000001,1,6,3,3.48,5,2
TRAIN_0535,Cn1cc(cn1)c2cnc3NC(=O)N(Cc4ccccc4)c3c2.OC(=O)C(F)(F)F,26.1,419.36,0.5313,4.1093,105.8,2,6,3,2.81,5,2
TRAIN_0536,Cc1ccccc1c2ccc3nnc(Cc4cccc5C(=O)NC=Cc45)n3n2,47.1,367.41,0.5292,4.0959,75.94,1,5,3,3.53,5,2
TRAIN_0537,Fc1ccc(C2=CC(=O)n3ncc(C(=O)NC4CCCCC4)c3N2)c(F)c1,69.8,372.38,0.7417,4.0479,79.26,2,4,3,3.03,5,2
TRAIN_0538,COc1ccc(cc1)C2=C(C)C(=NS2(=O)=O)N3CCc4nc[nH]c4C3,40.0,358.42,0.8865,3.9862,87.65,1,5,2,1.95,5,2
TRAIN_0539,CC(=O)Nc1nc(c(C)s1)c2cnc3ccc(Cl)cn23,37.4,306.78,0.7893,3.8353,59.290000000000006,1,5,2,3.38,5,2
TRAIN_0540,Cc1ccc(SCCN2C(=O)c3ccccc3C2=O)cc1C,54.5,311.41,0.6382,3.8951,37.38,0,3,4,3.69,5,2
TRAIN_0541,COc1cc(OC)cc(\C=C\C(=O)c2cc(OC)cc(OC)c2Br)c1,94.6,407.26,0.5038,3.9667,53.99000000000001,0,5,7,4.38,5,2
TRAIN_0542,CCOC(=O)C1CCN(CC1)c2nc(C)cc(Cl)n2,10.4,283.76,0.6288,3.8056,55.32,0,5,3,2.22,5,2
TRAIN_0543,CN(C)CCC(C)(C)NC(=O)c1cccc(c1)c2cnc(N)c(c2)c3oc4c(cccc4n3)c5ccccn5.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,87.9,862.7,0.0952,5.0765,222.07,5,10,8,7.56,3,1
TRAIN_0544,Clc1ccnc2cc(I)oc12,10.4,279.46,0.6927,3.6153,26.03,0,2,0,3.09,5,2
TRAIN_0545,Cc1ccc2cc(sc2n1)c3ccc(Cl)cc3,35.0,259.76,0.6041,3.775,12.89,0,2,1,4.93,5,2
TRAIN_0546,O=C(Nc1nc2ccccc2s1)C3CCC(C3)N4CCC(=CC4)c5ccccc5,37.4,403.55,0.6517,4.7953,45.23,1,4,4,5.19,4,2
TRAIN_0547,Clc1cc(Cl)c2c(NC(=O)OC23SCCCS3)c1,39.4,322.24,0.7611,4.2064,38.33,1,4,0,4.54,5,2
TRAIN_0548,CCOC(=O)Cc1c(C)nc2cc(nn2c1O)c3ccc(C)cc3,9.72,325.37,0.7465,3.9456,76.72,1,6,4,2.82,5,2
TRAIN_0549,CC(C)C(=O)N1CCN(CC1)c2cnc(N)c(c2)c3oc4ccccc4n3,64.2,365.44,0.7677,4.0479,88.49000000000001,1,6,3,2.78,5,2
TRAIN_0550,CC(C)Nc1ncc2scc(COc3cccc4ncccc34)c2n1,66.5,350.45,0.5681,4.0052,59.93000000000001,1,6,5,4.64,5,2
TRAIN_0551,CN(C)CCOc1ccc(Nc2cnc(N)c(c2)c3oc4c(Cl)cccc4n3)cc1,71.0,423.9,0.4405,4.1419,89.44,2,7,7,4.81,5,2
TRAIN_0552,CS(=O)(=O)c1ccc(N2C=Nc3ccc(Br)cc3C2=O)c(F)c1,22.7,397.23,0.667,3.904,69.03,0,5,2,2.69,5,2
TRAIN_0553,O=S1(=O)N=C(N2CCc3sccc3C2)c4ccccc14,52.5,304.4,0.7499,3.8592,49.74,0,4,0,2.26,5,2
TRAIN_0554,Brc1ccc2sc(cc2c1)C(=O)NCCCC(=O)N3CCSCC3,46.9,427.39,0.74,3.9656,49.41,1,4,5,3.75,5,2
TRAIN_0555,COC(=O)C1=C(C)N(C(=O)C)C2(O)c3ccccc3C(=O)C12O,30.0,317.3,0.7103,4.5427,104.14,2,6,1,0.07,5,2
TRAIN_0556,COC(=O)c1ccccc1NC(=O)CSc2nnnn2c3ccc(OCc4ccccc4)cc3,51.6,475.53,0.288,4.2766,108.23,1,9,9,3.76,5,2
TRAIN_0557,CCOC(=O)C(=Cc1cn(nc1c2ccc(OC)c(OC)c2)c3ccccc3)C(=O)OCC,49.7,450.49,0.2101,4.2228,88.88000000000001,0,8,9,4.07,5,2
TRAIN_0558,Cc1nc2ncccc2c(c1CO)c3ccc4OCCCc4c3Cl,22.9,340.81,0.7635,3.9656,55.24000000000001,1,4,2,4.08,5,2
TRAIN_0559,CC(C)(C)OC(=O)N1CCC(CC1)n2cc(cn2)C3=CN=C(N)N(Cc4ccccc4)C3=O,59.6,450.54,0.6533,4.2228,108.26999999999998,1,8,4,3.31,5,2
TRAIN_0560,C(c1ccc2ncccc2c1)n3nnc4ncc(nc34)c5csc6ccccc56,33.4,394.46,0.4351,4.1426,69.38,0,7,3,4.7,5,2
TRAIN_0561,OCCCc1cn(nn1)C2=Cc3ccc(O)cc3OC2=O,29.7,287.28,0.6942,3.8766,101.38,2,7,4,1.0,5,2
TRAIN_0562,CC(C)(C)OC(=O)N1CCC(CC1)N2Cc3ccc(Nc4ccc(NC(=O)C5CC5)cc4)nc3C2=O,40.7,491.59,0.637,4.3145,103.87,2,6,5,4.53,5,2
TRAIN_0563,CC(=O)C1=C(Nc2c(Cl)ccc(Cl)c2C1=O)N3CCN(Cc4ccccc4)CC3,59.2,430.34,0.6254,4.1021,56.41,1,4,4,4.36,5,2
TRAIN_0564,CC(c1ncc(s1)c2ccc(O)cc2)C(O)(Cn3cncn3)c4ccc(F)cc4F,92.9,428.46,0.4836,4.7945,84.06000000000002,2,7,6,4.08,5,2
TRAIN_0565,Cc1ccc2Oc3ccc(Cl)cc3C=C(C#N)c2c1,0.0,267.71,0.6856,3.8183,33.02,0,2,0,4.82,5,2
TRAIN_0566,CCOC(=O)c1c(C)nc2nc(SC)ncc2c1O,0.0,279.32,0.5217,3.7927,85.2,1,7,3,1.94,5,2
TRAIN_0567,COc1cc(OC)nc(OC(C(C)C)C(=O)N2CCOCC2)n1,0.0,325.37,0.7632,4.3316,83.01,0,7,6,0.76,5,2
TRAIN_0568,CNc1cc(Cl)cc(Cl)c1S(=O)(=O)NCC(O)=O,0.0,313.16,0.7635,3.7341,95.5,3,4,5,1.4,5,2
TRAIN_0569,CC(C)c1ccc2c(OC34OC(=O)NC23C(=O)c5ccccc45)c1,49.1,321.33,0.8759,4.6163,64.63,1,4,1,3.19,5,2
TRAIN_0570,CC(=O)C1=C(NC2CCCc3ccccc23)Nc4c(cccc4c5ccccc5)C1=O,33.3,408.5,0.4141,4.598,61.96,2,3,4,5.89,4,2
TRAIN_0571,Oc1ccc2C(CC(=O)c2c1)c3cc(F)c(F)c(F)c3,19.5,278.23,0.8102,4.2398,37.3,1,2,1,3.53,5,2
TRAIN_0572,COC(=O)c1ccc(CN2C(O)c3cnccc3C2=O)cc1,2.62,298.3,0.869,4.3119,79.72999999999999,1,5,3,1.52,5,2
TRAIN_0573,COc1ccc2C=C3N(C)C(=O)c4cccc(Oc2c1OC)c34,61.9,309.32,0.8529,3.9253,48.0,0,4,2,3.39,5,2
TRAIN_0574,CN1N(C)C(=O)C(=C(O)C1=O)C(=O)NCc2cccc(F)c2,3.41,307.28,0.8251,3.8613,93.32999999999998,2,6,3,-0.14,5,2
TRAIN_0575,COc1nc(OC)c2N=NO\C(=N/Cc3ccc(F)cc3)\c2n1,0.49,317.28,0.7146,3.9357,95.52,0,8,4,1.27,5,2
TRAIN_0576,COc1ccc(Cn2c(C)c(C)c3c(Cl)c(CO)c(C)nc23)cc1,93.7,344.84,0.7725,3.9353,47.28,1,4,4,4.16,5,2
TRAIN_0577,Nc1ccc(cc1)C(=O)NC2CCc3ccccc23,39.2,252.32,0.8073,4.2476,55.120000000000005,2,2,2,2.69,5,2
TRAIN_0578,Clc1cccnc1n2ccc(n2)c3nccs3,0.0,262.73,0.713,3.7887,43.6,0,5,2,3.04,5,2
TRAIN_0579,CN1C(=O)c2cc3cc4OCOc4cc3c5cccc1c25,89.5,277.28,0.5917,3.8878,38.77,0,3,0,3.31,5,2
TRAIN_0580,CCCCc1nc(N)nc(N2CCc3ccccc3C2)c1CC(=O)O,5.05,340.43,0.8395,3.9862,92.34,2,5,6,2.59,5,2
TRAIN_0581,Cc1nc(O)cc(COCc2ccccc2)c1C#N,0.332,254.29,0.9105,3.8183,66.14000000000001,1,4,4,2.68,5,2
TRAIN_0582,COc1ccc(Oc2cc(NCCO)ncn2)cc1,0.0,261.28,0.8236,3.8308,76.5,2,6,6,1.68,5,2
TRAIN_0583,C1Cc2ccccc2CN1c3nnc(s3)n4cccc4,4.61,282.37,0.7245,3.8822,33.95,0,5,2,2.89,5,2
TRAIN_0584,CSC1=C(C(=O)c2ccccc2N1)c3ccc(cc3)[N+](=O)[O-],20.3,312.35,0.4529,3.8951,76.0,1,4,3,3.83,5,2
TRAIN_0585,CS(=O)(=O)N1Cc2c(Br)cccc2C1=O,0.0,290.14,0.7845,3.6716,54.45,0,3,1,1.36,5,2
TRAIN_0586,Ic1cnn(CCN2CCOCC2)c1,0.0,307.14,0.7747,3.7104,30.290000000000003,0,4,3,0.82,5,2
TRAIN_0587,CN(C)CCCOc1ccc(Br)cc1F,40.3,276.15,0.7666,3.6883,12.47,0,2,5,2.92,5,2
TRAIN_0588,CC1=C(c2ccc(Cl)cc2)S(=O)(=O)N=C1N3CCCC(C3)NC(=O)OC(C)(C)C,0.0,439.97,0.7566,4.4934,88.07000000000001,1,5,2,3.8,5,2
TRAIN_0589,COc1ccc2nc3cc(Cl)ccc3c(Cl)c2c1,2.69,278.14,0.6016,3.7896,22.12,0,2,1,4.7,5,2
TRAIN_0590,O=C(NC12CC3CC(CC(C3)C1)C2)C4CCN(CC4)c5cc(ncn5)n6cccc6,38.8,405.55,0.8447,5.1331,63.05,1,5,4,3.57,5,2
TRAIN_0591,COc1cc(Oc2nn(C)c(SC)c2C#N)ccc1[N+](=O)[O-],26.6,320.33,0.4737,3.8728,103.21,0,8,5,2.72,5,2
TRAIN_0592,OC(=O)c1ccc2c(Br)c(O)c(cc2c1)C(=O)O,0.0,311.09,0.7924,3.7484,94.83,3,3,2,2.7,5,2
TRAIN_0593,COc1cc(Br)c(CC#N)c(Br)c1,0.0,304.97,0.8398,3.6298,33.02,0,2,2,3.29,5,2
TRAIN_0594,Fc1cc(Br)cc(F)c1OCCN2CCOCC2,0.0,322.15,0.8499,3.7896,21.700000000000003,0,3,4,2.44,5,2
TRAIN_0595,O=S1(=O)N=C(NCCc2cccs2)c3ccccc13,0.0,292.39,0.9414,3.8308,58.53,1,4,3,2.03,5,2
TRAIN_0596,CC(=O)NC1=Cc2ccc(OC(=O)C)cc2OC1=O,2.51,261.23,0.5046,3.7927,85.60999999999999,1,5,2,1.68,5,2
TRAIN_0597,CS(=O)c1nc2ccc(F)cc2c(O)c1c3ccc(Cl)c(Cl)c3,29.6,370.23,0.7057,4.3208,50.19,1,3,2,4.79,5,2
TRAIN_0598,CCOC(=O)c1cccc(CNC(=O)c2ccncc2CO)c1,0.0,314.34,0.792,3.9253,88.52,2,5,6,1.68,5,2
